title,views,date_time,link,thumbnail
GfG 160 | Day - 10 | Maximum Sum Subarray | 160 Days Daily DSA Problem Solving | GeeksforGeeks,53 views,15 minutes ago,https://www.youtube.com/watch?v=UtKnJyQmptY,https://i.ytimg.com/vi/UtKnJyQmptY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvyr40yfMu0Fy3uTnX7H13cICg7g
OFF CAMPUS Placement and Internship 2025 Calendar revealed | Which company hires when?,855 views,14 hours ago,https://www.youtube.com/watch?v=m1bMe7YBLfQ,https://i.ytimg.com/vi/m1bMe7YBLfQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwbQVfuWPp2NLo_UNB0x1TdOO6bA
GfG 160 | Day - 9 | Minimize the Heights | 160 Days Daily DSA Problem Solving | GeeksforGeeks,556 views,1 day ago,https://www.youtube.com/watch?v=FbwS1Uc1G5g,https://i.ytimg.com/vi/FbwS1Uc1G5g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgPRfMo3dupPPDCs2sdJTI8KmNrQ
GfG 160 | Day - 8 | Stock Buy and Sell (With One Limit) | 160 Days Daily DSA Problem Solving | GfG,577 views,2 days ago,https://www.youtube.com/watch?v=SJ7nskvro4k,https://i.ytimg.com/vi/SJ7nskvro4k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBuYcxxrzHR5NHe8mtgVWNo93zvQg
Master Front End Development with this Roadmap | Free Doc Resource Inside,1K views,2 days ago,https://www.youtube.com/watch?v=oerwFx6CZk4,https://i.ytimg.com/vi/oerwFx6CZk4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbUZ_plmRCNp8jdYW1heJw33Gg2w
Winter Carnival Tickets are Live Now,481 views,2 days ago,https://www.youtube.com/watch?v=k5fAC_ORuOg,https://i.ytimg.com/vi/k5fAC_ORuOg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDi_Q3tCkAPaZ19jybfhaI7hEcVCQ
GfG 160 | Day - 7 | Stock Buy and Sell (With No Limit) | 160 Days Daily DSA Problem Solving | GfG,734 views,3 days ago,https://www.youtube.com/watch?v=ULd5mo-bCE4,https://i.ytimg.com/vi/ULd5mo-bCE4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5yluPCNc6RHFmNibAJBH53iQJjg
GfG 160 | Day - 6 | Majority Element II | 160 Days Daily DSA Problem Solving | GeeksforGeeks,521 views,4 days ago,https://www.youtube.com/watch?v=6Mfyfn1_4BY,https://i.ytimg.com/vi/6Mfyfn1_4BY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjlvpH4_ckUxZP651P7xCzfagzEA
GfG 160 | Day - 5 | Next Permutation | 160 Days Daily DSA Problem Solving | GeeksforGeeks,728 views,5 days ago,https://www.youtube.com/watch?v=GQdOXQKdtQM,https://i.ytimg.com/vi/GQdOXQKdtQM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYrEFO5lrVEnDFHnFpxSp9vwccAg
GfG 160 | Day - 4 | Rotate an Array | 160 Days Daily DSA Problem Solving | GeeksforGeeks,958 views,6 days ago,https://www.youtube.com/watch?v=5KzhdiOePOU,https://i.ytimg.com/vi/5KzhdiOePOU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSgk6I4JIUEx-sAZOmfWmTFo9ttQ
GfG 160 | Day - 3 | Reverse an Array | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1K views,7 days ago,https://www.youtube.com/watch?v=gGtmacuQu-k,https://i.ytimg.com/vi/gGtmacuQu-k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjBlZH1la2E8FbtpiQ2ndPXcBUZQ
Use AI Before it Uses you!! | Become a 10x Coder,1.2K views,7 days ago,https://www.youtube.com/watch?v=tXU3YRu23kU,https://i.ytimg.com/vi/tXU3YRu23kU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAG-CpJ_Szt6DdK5x633Dpqklx0Jg
GfG 160 | Day - 2 | Move all Zeros to End | 160 Days Daily DSA Problem Solving | GeeksforGeeks,1.1K views,8 days ago,https://www.youtube.com/watch?v=Q2ynXrtGN8Y,https://i.ytimg.com/vi/Q2ynXrtGN8Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANNdyws_BtpCYJf6NHs3CfPHIXnQ
GfG 160 | Day - 1 | Second Largest Element | 160 Days Daily DSA Problem Solving | GeeksforGeeks,2.4K views,9 days ago,https://www.youtube.com/watch?v=JoNs4m0QCig,https://i.ytimg.com/vi/JoNs4m0QCig/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUKBriAhlT01R1W7fF2VlNe83wMA
GfG 160 | 160 Days Daily DSA Problem Solving | GeeksforGeeks,3.8K views,9 days ago,https://www.youtube.com/watch?v=puDKP5_0Ol4,https://i.ytimg.com/vi/puDKP5_0Ol4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC2QxJj024ayrPyA7_nZi2fb2PzVQ
"From Tier 3 College to Qualcomm as a Software Developer | Resume , Mistakes , Projects , Interview",876 views,10 days ago,https://www.youtube.com/watch?v=1TnVdzwbzJo,https://i.ytimg.com/vi/1TnVdzwbzJo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCsJxvn2sG11osgp0jREBKg_4S_4w
Why you will not get placed? | Save yourself Now,1.9K views,13 days ago,https://www.youtube.com/watch?v=b-6rmk233DU,https://i.ytimg.com/vi/b-6rmk233DU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAIjBSjqVLf_mehjbr-R0PEez5zUA
Y.O.G.I. | Your Own GeeksforGeeks Intelligence | Access to 7+ Features with GeeksforGeeks Premium,1.8K views,13 days ago,https://www.youtube.com/watch?v=rfyhmQYEJKE,https://i.ytimg.com/vi/rfyhmQYEJKE/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARhyIGMoPzAP&rs=AOn4CLDCxbuYibKH-JKQ3SQ4Is0pZvJykQ
"GeeksforGeeks Offline Classes- Visit for Free Counselling | Now in Delhi/NCR, Bengaluru, Pune",121K views,2 weeks ago,https://www.youtube.com/watch?v=hDfjzq9m5vI,https://i.ytimg.com/vi/hDfjzq9m5vI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARgxIGUoNTAP&rs=AOn4CLDRQQ0VRtINs3E9NREFbsES1zrFCQ
Get Placed and make the Biggest Comeback of your Life | The Ultimate Roadmap,3.9K views,3 weeks ago,https://www.youtube.com/watch?v=A7_iaBNOxSU,https://i.ytimg.com/vi/A7_iaBNOxSU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBixiKR9GlkjJ3PstS5U0icN5MQPA
Get a Job as a Data Analyst before 2025 starts | *Free Resources Inside* | Complete Roadmap,3.1K views,3 weeks ago,https://www.youtube.com/watch?v=FyHidTTNXJ8,https://i.ytimg.com/vi/FyHidTTNXJ8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDC1Tzu3PLNCrY1i9-5ZJobWcC4cw
How I would learn to code (if i could start over) | 18 LPA+ Package,1.9K views,3 weeks ago,https://www.youtube.com/watch?v=Bq4TH-OhqY0,https://i.ytimg.com/vi/Bq4TH-OhqY0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCE3fyWBRhcItmBPTxjnafQjMK74w
Go Ad Free with GeeksforGeeks Premium | 0 Ads in all GeeksforGeeks Content | 100% Distraction free,1.9K views,4 weeks ago,https://www.youtube.com/watch?v=DoXFPztXGyM,https://i.ytimg.com/vi/DoXFPztXGyM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7NdX7coPvD558qKOaZKbnzBsweQ
"35+ Courses only with GeeksforGeeks Premium | DSA, Languages, Front-end, App Development & more!",40K views,1 month ago,https://www.youtube.com/watch?v=UvNQUwuN9Ss,https://i.ytimg.com/vi/UvNQUwuN9Ss/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKXAHRXjdsaL1JrBVNfYe9LCllYg
GeeksforGeeks Premium | Explore All Features | Choose your Plan starting from INR 749,7K views,1 month ago,https://www.youtube.com/watch?v=kBN7AZ0MRgI,https://i.ytimg.com/vi/kBN7AZ0MRgI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXr7ZKE5PJXfDRKy6gZOck7RwEtg
From Tier 3 College to working as a Senior SDE with 400% HIKE | Dream Job Diaries Podcast EP-2,1.3K views,1 month ago,https://www.youtube.com/watch?v=lWrzQFqgTcY,https://i.ytimg.com/vi/lWrzQFqgTcY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBsJmwKyvJaozk2A4HAjP2OAvE_UQ
Crack any companies Aptitude round with this Strategy | *Free Resources Inside*,2.8K views,1 month ago,https://www.youtube.com/watch?v=loPvFZXUcNw,https://i.ytimg.com/vi/loPvFZXUcNw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDN8HQ3AyJ75zmXCMpRCZAYQwsmvQ
Crack Off-Campus Placement before 2025 with this Strategy,3.9K views,1 month ago,https://www.youtube.com/watch?v=rQs1n2ERSvk,https://i.ytimg.com/vi/rQs1n2ERSvk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDm3DVOR-1ncycB-rdqszEw7OeJKw
"GeeksforGeeks Premium | 35+ Courses, Ad-Free Learning, A.I. Bot, Text Summarisation & more",57K views,1 month ago,https://www.youtube.com/watch?v=P_ZxK9dTyeA,https://i.ytimg.com/vi/P_ZxK9dTyeA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARhyIF8oRTAP&rs=AOn4CLDu6UJWj26SRNJEZsB15-1CvKtuTg
Master Competitive Programming with this RoadMap | *Free Resources Inside*,4.5K views,1 month ago,https://www.youtube.com/watch?v=lozDmn15zcw,https://i.ytimg.com/vi/lozDmn15zcw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4kAXfo_-3sXjgxV7WWQnLSgRhwQ
These Projects give you an UNFAIR ADVANTAGE | Get Placed in 2024,5.8K views,1 month ago,https://www.youtube.com/watch?v=KY73lTNeWzI,https://i.ytimg.com/vi/KY73lTNeWzI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCeyXmlOYGAEe3Gh9a8nUenDbiPxA
"I went to the House of a Google Project Manager | Life at Google |Project Management Roadmap, Salary",210K views,1 month ago,https://www.youtube.com/watch?v=cC8MjoYGedk,https://i.ytimg.com/vi/cC8MjoYGedk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDU8wexPWTz7MZh6At2Zqli-cnOdA
Is the Tech Recession finally over? | Massive Tech Layoffs & Recession | How to get a job in 2024?,4.7K views,1 month ago,https://www.youtube.com/watch?v=wolOoIsBnew,https://i.ytimg.com/vi/wolOoIsBnew/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMheF5TDsqDyHqCWWSfwrCWnqBsA
Master Software Testing & Automation | Career in Testing | GeeksforGeeks,948 views,1 month ago,https://www.youtube.com/watch?v=b3uovZLWkVM,https://i.ytimg.com/vi/b3uovZLWkVM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhBIFkocjAP&rs=AOn4CLAhqn5PnvwKYDpVTDeLg7_uEwe4qQ
🚀 Please Watch this Video if you are a College Student | Get Placed in 2024,2.5K views,2 months ago,https://www.youtube.com/watch?v=9Fx3wGat0Fg,https://i.ytimg.com/vi/9Fx3wGat0Fg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlqhWwq9-cJNUKLcL0rsKfuyxsjg
Python Fundamentals and its Applications with GeeksforGeeks,3K views,2 months ago,https://www.youtube.com/watch?v=qzyTwGpDYog,https://i.ytimg.com/vi/qzyTwGpDYog/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQSpKtvzAxbKP7AssFMGH_ytRfvA
(Not Clickbait) Learn Recursion in just 300 seconds 😮 | DSA Made Simple,1.5K views,2 months ago,https://www.youtube.com/watch?v=Bi_rfJLf-jA,https://i.ytimg.com/vi/Bi_rfJLf-jA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBholTJCmIX-EVnG6d-b3ZfPov10w
From Tier 3 College to 20LPA Package 🤑 at Harman as a Senior Software Engineer | My Journey,5.4K views,2 months ago,https://www.youtube.com/watch?v=cGPpUdaISGE,https://i.ytimg.com/vi/cGPpUdaISGE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDby_aJ6ABl9N56ywRX50yVHH1xnA
How I Built an AirBnb Clone from Scratch | MERN Stack Project | GeeksforGeeks,3.9K views,2 months ago,https://www.youtube.com/watch?v=koTBLYNq63I,https://i.ytimg.com/vi/koTBLYNq63I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDfOwzXwxgckqNzX4nu0ZC0SU_1rw
"Master Web3 in 2024 (The Ultimate Roadmap) | Block Chain, Crypto Currency |",1.7K views,2 months ago,https://www.youtube.com/watch?v=CKrM5ouILBg,https://i.ytimg.com/vi/CKrM5ouILBg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzIGeBV-5Nnm1VfZvV93CdUSDTow
🚀 Do This to Learn DSA and Get a Job | *Free Resources Inside* | The Ultimate DSA Roadmap 📚,4.2K views,2 months ago,https://www.youtube.com/watch?v=VdLUuIeuXqM,https://i.ytimg.com/vi/VdLUuIeuXqM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCqcpqKyhH1DZVZ0RoRHD2Z0uHU3g
"Sorting Algorithms Full Course | Bubble, Selection, Insertion Sort & More | DSA Free Videos Complete",9.2K views,2 months ago,https://www.youtube.com/watch?v=IsBMyMch0gw,https://i.ytimg.com/vi/IsBMyMch0gw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_8MaI3UMuCGQOwYLGOzRrori93g
"IIT Grads reveal TOP PLACEMENT SECRETS 🤯 | Advice, Get Job in 2024, Salary, Roadmap, Life at IIT",10K views,2 months ago,https://www.youtube.com/watch?v=HqqF_4yORKU,https://i.ytimg.com/vi/HqqF_4yORKU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZvhVDZOU9RHI0K_aLKwBhk0GEtQ
I Went to the House of a Recent IIT BOMBAY Grad & AI Researcher at Sprinklr | House Invasion Ep-1🚀,15K views,2 months ago,https://www.youtube.com/watch?v=xvBlkjtmvBc,https://i.ytimg.com/vi/xvBlkjtmvBc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBV3fMrvHBSgaXEdt4ILG_vgcJ6GQ
Time and Space Complexity explained in literally 5 minutes | Big O | Concepts made simple ep -1,3.1K views,2 months ago,https://www.youtube.com/watch?v=jOMxKsUd6e0,https://i.ytimg.com/vi/jOMxKsUd6e0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQ1p01jWgLhOWn4aD9jad-A0i4LA
"JAVA Backend Live Classes | Master OOPs, Spring Boot & Practice with Projects | GeeksforGeeks",731K views,2 months ago,https://www.youtube.com/watch?v=y5sN2D4Zkmo,https://i.ytimg.com/vi/y5sN2D4Zkmo/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARhjIGMoYzAP&rs=AOn4CLC8KpwU199ems_79ocp43JCoDw01g
How to participate and win any Hackathon - A Complete Guide | What are Hackathons? | Top 5 Hackathon,3.8K views,3 months ago,https://www.youtube.com/watch?v=_yNtUwnvHio,https://i.ytimg.com/vi/_yNtUwnvHio/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAkiIhB-FP_ijCyA_vjcmwcLi1vXA
Do this to get a 15+ LPA job right after BCA!! | BCA VS BTECH | Is BCA worth it in 2024?,2.1K views,3 months ago,https://www.youtube.com/watch?v=w95555WsTMI,https://i.ytimg.com/vi/w95555WsTMI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPQ1WPm7G0IMWo8VHAHNfB23WeIw
Happening this Month at GeeksforGeeks Noida Center! | GfG Offline Classes,662 views,3 months ago,https://www.youtube.com/watch?v=ZTvTaINuLGk,https://i.ytimg.com/vi/ZTvTaINuLGk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBuo4dq6tqF4pWnBe-uKbtD8SuKVw
GeeksforGeeks Full Stack LIVE Classes | With Projects | Learn Full Stack Development in 14 Weeks,154K views,3 months ago,https://www.youtube.com/watch?v=G5lsLsK9evc,https://i.ytimg.com/vi/G5lsLsK9evc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-ODQRqXAbjPmmTqTyXYqKfjCLOg
Do this to crack Placements in just 30 days | *Free Resources*,23K views,3 months ago,https://www.youtube.com/watch?v=zicelfDj-i8,https://i.ytimg.com/vi/zicelfDj-i8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBijuVTBWGKL5kl68yIUDSk5-hsEg
💸 How to become a Graphic Designer in 2024? | Complete Graphic Designer Roadmap,873 views,3 months ago,https://www.youtube.com/watch?v=GF2CQAP4Va0,https://i.ytimg.com/vi/GF2CQAP4Va0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCkUE-u_n6YyfNJ9kz8N0teOwB9yQ
DYNAMIC PROGRAMMING PRACTICE PROBLEM | DSA Course | GeeksforGeeks,1.2K views,3 months ago,https://www.youtube.com/watch?v=5Bfjt3oY564,https://i.ytimg.com/vi/5Bfjt3oY564/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAurLawiNeoLKMhIwM5U9qiRhSBzA
Can these College students win 6000rs by answering easy coding questions?| GeeksforGeeks Premium,1.8K views,3 months ago,https://www.youtube.com/watch?v=JtLJyMeHxLk,https://i.ytimg.com/vi/JtLJyMeHxLk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXnuxCnipIpe_49FNK1XqFByDkdQ
Create a 3D AI Website using Three.js | Frontend Projects | GeeksforGeeks,3K views,3 months ago,https://www.youtube.com/watch?v=rq67tD6OYXc,https://i.ytimg.com/vi/rq67tD6OYXc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDtqbT7j-fLPgijJjDB0ID2VZW37w
React Native VS Flutter | I analysed the app development market for both,2.2K views,3 months ago,https://www.youtube.com/watch?v=2keMefdv9s4,https://i.ytimg.com/vi/2keMefdv9s4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGUmZ9OtWth9cHqlFl9tEl4ffOOQ
Quick Sort: Auxiliary Space Explained in 8 Minutes! | Lecture - 25 | GeeksforGeeks,695 views,3 months ago,https://www.youtube.com/watch?v=47dzZ_58vIw,https://i.ytimg.com/vi/47dzZ_58vIw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCH9rxU4pwNVt4CyVREWjT4vxa0MA
Learn QUICK SORT ANALYSIS in 10 MINUTES | Lecture - 24 | GeeksforGeeks,691 views,3 months ago,https://www.youtube.com/watch?v=8VYD2q8dDFU,https://i.ytimg.com/vi/8VYD2q8dDFU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvJj0dsvfYwonGDEnnNyyBMMpiaA
Top Interview Tips for Fresh Graduates in 2024 | GeeksforGeeks,3.2K views,3 months ago,https://www.youtube.com/watch?v=aoBD3t-bFLo,https://i.ytimg.com/vi/aoBD3t-bFLo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCNLVpbUx_svVfePtiswUVz5WCwjA
GeeksforGeeks Classroom Program | Noida | Pune | Bengaluru,1.1K views,3 months ago,https://www.youtube.com/watch?v=zPHy8Ruso5k,https://i.ytimg.com/vi/zPHy8Ruso5k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDlt7K9Q5HbBkuoCwC66UmO5uQYzQ
Is Engineering (B.Tech) Worth it in 2024? | Harsh Reality,1.4K views,3 months ago,https://www.youtube.com/watch?v=Qt1xh3R_1_Y,https://i.ytimg.com/vi/Qt1xh3R_1_Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDb-0-PC1xsPURAjj-AQx-fR5mtHA
Hoare Partition Quick Sort - PART II | Sorting Playlist | Lecture - 23 | GeeksforGeeks,520 views,3 months ago,https://www.youtube.com/watch?v=pNDNomHBDZk,https://i.ytimg.com/vi/pNDNomHBDZk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYlTtXzxvXEsUwDrlpPtcYwxCuYQ
Why you will never become a Programmer? | Placements | Honest reality | GfG,4.8K views,3 months ago,https://www.youtube.com/watch?v=pM1sSCio0WE,https://i.ytimg.com/vi/pM1sSCio0WE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASOG3twQuAUthWTdkyfyxlDyZ2sg
Learn Lomuto Partition in Quick Sort | Lecture - 22 | GeeksforGeeks,684 views,3 months ago,https://www.youtube.com/watch?v=R-LMKBKPTok,https://i.ytimg.com/vi/R-LMKBKPTok/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBiTm-rXV842Ck2-zEgiKDkvxKP-A
How I would learn Data Engineering in 2024 (If I could start over) | Complete Roadmap |,1.6K views,3 months ago,https://www.youtube.com/watch?v=XTbyBW8Yh9U,https://i.ytimg.com/vi/XTbyBW8Yh9U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaG-UkJKAobf1eHT4lGbdAV9iUJA
Introduction to Quick Sort | Sorting Playlist | Lecture - 21 | GeeksforGeeks,1.2K views,3 months ago,https://www.youtube.com/watch?v=SN8jC7Nb-Os,https://i.ytimg.com/vi/SN8jC7Nb-Os/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCj6XsY-BTgM1Jwq-P-efMSqX063Q
Big Companies vs Startups | Which one should you choose in 2024? | Startups | MNC'S,958 views,4 months ago,https://www.youtube.com/watch?v=gkCKp0BgAy4,https://i.ytimg.com/vi/gkCKp0BgAy4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCAYElHVUo_rlHquu-J1IdTI__5MQ
Hoare Partition Quick Sort | Lecture - 20 | GeeksforGeeks,2K views,4 months ago,https://www.youtube.com/watch?v=NsY5UI0RZfE,https://i.ytimg.com/vi/NsY5UI0RZfE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGnUsRvU2-bXHdux7wUhDhNo6vzA
GATE vs Placements🧑‍💻| Which one to choose after graduation? 🤔 | GATE | Engineering | GFG,937 views,4 months ago,https://www.youtube.com/watch?v=N42PuoXkjgA,https://i.ytimg.com/vi/N42PuoXkjgA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLQWQdrJQUPSNs5wgPBPp9YQ_KeA
Futuristic Marvel Technologies that will blow your mind | Marvel | Metaverse | GFG,636 views,4 months ago,https://www.youtube.com/watch?v=1C5qpMkfeNw,https://i.ytimg.com/vi/1C5qpMkfeNw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2E4qMW6o1TtyHTKnkrIaLAslNPQ
